timestamp,recipient,subject,original_message_id,latest_message_id,similarity_score,status,error
2026-04-20T01:12:44.447179+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Mid-Year 2000 Performance Feedback,9594515.1075863703752.JavaMail.evans@thyme,23998905.1075863700725.JavaMail.evans@thyme,84.72,sent,
2026-04-20T01:12:44.447179+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EnTouch Newsletter,7535120.1075856214148.JavaMail.evans@thyme,8465747.1075856193692.JavaMail.evans@thyme,100.0,sent,
2026-04-20T01:12:44.447179+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EPRM article,7679082.1075856292732.JavaMail.evans@thyme,12456152.1075856417551.JavaMail.evans@thyme,100.0,sent,
2026-04-20T01:12:44.447179+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: WARNING:  Your mailbox is approaching the size limit,17514177.1075858456698.JavaMail.evans@thyme,5050998.1075861488509.JavaMail.evans@thyme,99.48,sent,
2026-04-20T01:12:44.447179+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: ERisk Essentials,27936868.1075856203987.JavaMail.evans@thyme,10042435.1075856178810.JavaMail.evans@thyme,100.0,sent,
2026-04-20T01:12:44.447179+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: ENSIDE Draft,21173941.1075856204124.JavaMail.evans@thyme,24653838.1075856193646.JavaMail.evans@thyme,100.0,sent,
2026-04-20T01:12:44.447179+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: MGMT 656,20635560.1075856226498.JavaMail.evans@thyme,22548148.1075856184159.JavaMail.evans@thyme,100.0,sent,
2026-04-20T01:12:44.447179+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: INFORMS National conference at San Antonio,10753992.1075856283920.JavaMail.evans@thyme,30112239.1075856363774.JavaMail.evans@thyme,100.0,sent,
2026-04-20T01:12:44.447179+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Approval is Overdue: Access Request for stewart.range@enron.com,7321212.1075856654884.JavaMail.evans@thyme,29628083.1075856894176.JavaMail.evans@thyme,99.7,sent,
2026-04-20T01:12:44.447179+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: chapter 3,777751.1075856317260.JavaMail.evans@thyme,9779088.1075856282935.JavaMail.evans@thyme,100.0,sent,
2026-04-20T01:12:44.447179+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Greetings from Baylor University,5549271.1075856250354.JavaMail.evans@thyme,11145550.1075856241896.JavaMail.evans@thyme,100.0,sent,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Btu Weekly,30486185.1075856289541.JavaMail.evans@thyme,17025544.1075856434642.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Btu's Weekly Power Report,31760540.1075856288202.JavaMail.evans@thyme,29685668.1075856434666.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Congratulations,21218070.1075856781972.JavaMail.evans@thyme,7650679.1075856796378.JavaMail.evans@thyme,91.67,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EnTouch Newsletter,7535120.1075856214148.JavaMail.evans@thyme,31895158.1075856422250.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EPRM article,7679082.1075856292732.JavaMail.evans@thyme,3705154.1075856443635.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: WARNING:  Your mailbox is approaching the size limit,17514177.1075858456698.JavaMail.evans@thyme,27084219.1075861488487.JavaMail.evans@thyme,99.36,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: ERisk Essentials,27936868.1075856203987.JavaMail.evans@thyme,2142566.1075856434895.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: ENSIDE Draft,21173941.1075856204124.JavaMail.evans@thyme,26462703.1075856422361.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: MGMT 656,20635560.1075856226498.JavaMail.evans@thyme,26600792.1075856430164.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Mid-Year 2000 Performance Feedback,9594515.1075863703752.JavaMail.evans@thyme,24012280.1075863700196.JavaMail.evans@thyme,90.26,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: INFORMS National conference at San Antonio,10753992.1075856283920.JavaMail.evans@thyme,6675994.1075856475953.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Approval is Overdue: Access Request for stewart.range@enron.com,7321212.1075856654884.JavaMail.evans@thyme,32190140.1075857051827.JavaMail.evans@thyme,99.7,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: F/U to Dr. Kaminski @ Enron from Iris Mack,33508138.1075856257289.JavaMail.evans@thyme,4354399.1075856255919.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: (no subject),33165830.1075856783781.JavaMail.evans@thyme,29353546.1075856757438.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:00:43.133455+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Mid-Year 2001 Performance Feedback,3051384.1075860207814.JavaMail.evans@thyme,3771491.1075843618958.JavaMail.evans@thyme,93.94,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Btu Weekly,30486185.1075856289541.JavaMail.evans@thyme,1269846.1075856435257.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Btu's Weekly Power Report,31760540.1075856288202.JavaMail.evans@thyme,1768935.1075856435236.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Congratulations,21218070.1075856781972.JavaMail.evans@thyme,4383053.1075856796400.JavaMail.evans@thyme,92.47,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EnTouch Newsletter,7535120.1075856214148.JavaMail.evans@thyme,13456004.1075856440433.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EPRM article,7679082.1075856292732.JavaMail.evans@thyme,20037179.1075856509966.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: WARNING:  Your mailbox is approaching the size limit,17514177.1075858456698.JavaMail.evans@thyme,31142328.1075861488465.JavaMail.evans@thyme,99.48,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: ERisk Essentials,27936868.1075856203987.JavaMail.evans@thyme,17416227.1075856435103.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: ENSIDE Draft,21173941.1075856204124.JavaMail.evans@thyme,2380475.1075856440388.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: MGMT 656,20635560.1075856226498.JavaMail.evans@thyme,1633818.1075856436922.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Mid-Year 2000 Performance Feedback,9594515.1075863703752.JavaMail.evans@thyme,24646500.1075863700601.JavaMail.evans@thyme,90.26,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: INFORMS National conference at San Antonio,10753992.1075856283920.JavaMail.evans@thyme,32777521.1075856542250.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,"[Duplicate Notice] Re: Your Approval is Overdue: Access Request for
 lance.schuler-legal@enron.com",30329513.1075859809372.JavaMail.evans@thyme,23890469.1075859813495.JavaMail.evans@thyme,99.76,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Papers,28977677.1075856289377.JavaMail.evans@thyme,5159449.1075856289288.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Credit Applicatiions in GRMS,28188553.1075856776413.JavaMail.evans@thyme,31229812.1075856774787.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:12:08.096602+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Returned mail: User unknown,24654287.1075856324549.JavaMail.evans@thyme,23858183.1075856193979.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Btu Weekly,30486185.1075856289541.JavaMail.evans@thyme,18739334.1075856498651.JavaMail.evans@thyme,100.0,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Btu's Weekly Power Report,31760540.1075856288202.JavaMail.evans@thyme,27897591.1075856498629.JavaMail.evans@thyme,100.0,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Congratulations,21218070.1075856781972.JavaMail.evans@thyme,13124045.1075856947537.JavaMail.evans@thyme,92.47,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EnTouch Newsletter,7535120.1075856214148.JavaMail.evans@thyme,29118697.1075856506774.JavaMail.evans@thyme,100.0,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EPRM article,7679082.1075856292732.JavaMail.evans@thyme,21821760.1075856208980.JavaMail.evans@thyme,100.0,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: WARNING:  Your mailbox is approaching the size limit,17514177.1075858456698.JavaMail.evans@thyme,18594892.1075861488301.JavaMail.evans@thyme,99.48,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: ERisk Essentials,27936868.1075856203987.JavaMail.evans@thyme,26123252.1075856498477.JavaMail.evans@thyme,100.0,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: ENSIDE Draft,21173941.1075856204124.JavaMail.evans@thyme,11946275.1075856506728.JavaMail.evans@thyme,100.0,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: MGMT 656,20635560.1075856226498.JavaMail.evans@thyme,29377789.1075856500306.JavaMail.evans@thyme,100.0,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Mid-Year 2000 Performance Feedback,9594515.1075863703752.JavaMail.evans@thyme,13161414.1075863702664.JavaMail.evans@thyme,90.26,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: MSCF Speaker Series,18018448.1075856301619.JavaMail.evans@thyme,14599731.1075856268281.JavaMail.evans@thyme,100.0,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: INFORMS National conference at San Antonio,10753992.1075856283920.JavaMail.evans@thyme,29452362.1075856271423.JavaMail.evans@thyme,100.0,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: chapter 3,777751.1075856317260.JavaMail.evans@thyme,25430951.1075856353772.JavaMail.evans@thyme,100.0,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Approval is Overdue: Access Request for stewart.range@enron.com,7321212.1075856654884.JavaMail.evans@thyme,5443608.1075856645392.JavaMail.evans@thyme,99.7,sent,
2026-04-20T02:32:11.376950+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Greetings from Baylor University,5549271.1075856250354.JavaMail.evans@thyme,33415141.1075856383847.JavaMail.evans@thyme,100.0,sent,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Btu Weekly,30486185.1075856289541.JavaMail.evans@thyme,19642310.1075856185739.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Btu's Weekly Power Report,31760540.1075856288202.JavaMail.evans@thyme,19811499.1075856185761.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Congratulations,21218070.1075856781972.JavaMail.evans@thyme,22556800.1075856947559.JavaMail.evans@thyme,91.67,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EnTouch Newsletter,7535120.1075856214148.JavaMail.evans@thyme,3480037.1075858467387.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EPRM article,7679082.1075856292732.JavaMail.evans@thyme,9889080.1075856409300.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: WARNING:  Your mailbox is approaching the size limit,17514177.1075858456698.JavaMail.evans@thyme,12846790.1075861488256.JavaMail.evans@thyme,99.48,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: ERisk Essentials,27936868.1075856203987.JavaMail.evans@thyme,17454120.1075858470890.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: ENSIDE Draft,21173941.1075856204124.JavaMail.evans@thyme,30866470.1075856201864.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: MGMT 656,20635560.1075856226498.JavaMail.evans@thyme,6296988.1075856221349.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Mid-Year 2000 Performance Feedback,9594515.1075863703752.JavaMail.evans@thyme,15243836.1075863700222.JavaMail.evans@thyme,92.05,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: F/U to Dr. Kaminski @ Enron from Iris Mack,33508138.1075856257289.JavaMail.evans@thyme,2180440.1075856255941.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: (no subject),33165830.1075856783781.JavaMail.evans@thyme,26934897.1075856813327.JavaMail.evans@thyme,100.0,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Request Submitted: Access Request for anita.dupont@enron.com,33149787.1075856236359.JavaMail.evans@thyme,10894823.1075856236316.JavaMail.evans@thyme,99.2,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Mid-Year 2001 Performance Feedback,3051384.1075860207814.JavaMail.evans@thyme,5985813.1075852659505.JavaMail.evans@thyme,94.73,dry_run,
2026-04-20T17:40:25.993288+00:00,manubhadriraju@gmail.com,"[Duplicate Notice] Re: Your Approval is Overdue: Access Request for
 lance.schuler-legal@enron.com",30329513.1075859809372.JavaMail.evans@thyme,14779357.1075859813518.JavaMail.evans@thyme,94.33,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: FW: Mariner Management Meeting Minutes,7131021.1075863368237.JavaMail.evans@thyme,21959722.1075861933424.JavaMail.evans@thyme,100.0,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,"[Duplicate Notice] Re: Your Approval is Overdue: Access Request for
 lance.schuler-legal@enron.com",30329513.1075859809372.JavaMail.evans@thyme,23890469.1075859813495.JavaMail.evans@thyme,99.76,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Enron Wholesale Services Legal Department Monthly Report,18593513.1075845014267.JavaMail.evans@thyme,7315765.1075845028359.JavaMail.evans@thyme,96.76,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EnronOnline,7235458.1075859949430.JavaMail.evans@thyme,32260835.1075859949496.JavaMail.evans@thyme,97.61,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,"[Duplicate Notice] Re: YPO Panel, April 24, 2001",21977649.1075840076830.JavaMail.evans@thyme,27423221.1075840076893.JavaMail.evans@thyme,98.76,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Thank you for the Charitygift,12329707.1075840081460.JavaMail.evans@thyme,26768045.1075840081495.JavaMail.evans@thyme,100.0,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Mid-Year 2001 Performance Feedback,3051384.1075860207814.JavaMail.evans@thyme,5985813.1075852659505.JavaMail.evans@thyme,94.73,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Hurricane Forecast Advisory Atlantic,20865992.1075858599513.JavaMail.evans@thyme,2630456.1075858600506.JavaMail.evans@thyme,91.84,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Reliant Energy eBill Payment,6241471.1075860180566.JavaMail.evans@thyme,539044.1075858620890.JavaMail.evans@thyme,98.76,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,"[Duplicate Notice] Re: Your Approval is Overdue: Access Request for
 elizabeth.sager@enron.com",2667758.1075854935588.JavaMail.evans@thyme,3534993.1075854931969.JavaMail.evans@thyme,98.75,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Ken Lay and Jeff Skilling on CNNfn,24877365.1075859978853.JavaMail.evans@thyme,5196046.1075860038482.JavaMail.evans@thyme,100.0,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Tropical Weather Advisory,15055013.1075858599735.JavaMail.evans@thyme,8207713.1075858600621.JavaMail.evans@thyme,90.31,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: Telephone Call with Jerry Murdock,421097.1075845491989.JavaMail.evans@thyme,29881561.1075845492061.JavaMail.evans@thyme,96.44,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: Memo to Exchange to transfer positions,3335856.1075859876590.JavaMail.evans@thyme,25631176.1075859876678.JavaMail.evans@thyme,100.0,dry_run,
2026-04-21T16:53:58.778335+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: UK Submission of Positions,33269596.1075858310070.JavaMail.evans@thyme,18594972.1075858310047.JavaMail.evans@thyme,100.0,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: FW: Mariner Management Meeting Minutes,7131021.1075863368237.JavaMail.evans@thyme,21959722.1075861933424.JavaMail.evans@thyme,100.0,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,"[Duplicate Notice] Re: Your Approval is Overdue: Access Request for
 lance.schuler-legal@enron.com",30329513.1075859809372.JavaMail.evans@thyme,23890469.1075859813495.JavaMail.evans@thyme,99.76,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Enron Wholesale Services Legal Department Monthly Report,18593513.1075845014267.JavaMail.evans@thyme,7315765.1075845028359.JavaMail.evans@thyme,96.76,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: EnronOnline,7235458.1075859949430.JavaMail.evans@thyme,32260835.1075859949496.JavaMail.evans@thyme,97.61,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,"[Duplicate Notice] Re: YPO Panel, April 24, 2001",21977649.1075840076830.JavaMail.evans@thyme,27423221.1075840076893.JavaMail.evans@thyme,98.76,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Thank you for the Charitygift,12329707.1075840081460.JavaMail.evans@thyme,26768045.1075840081495.JavaMail.evans@thyme,100.0,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Mid-Year 2001 Performance Feedback,3051384.1075860207814.JavaMail.evans@thyme,5985813.1075852659505.JavaMail.evans@thyme,94.73,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Hurricane Forecast Advisory Atlantic,20865992.1075858599513.JavaMail.evans@thyme,2630456.1075858600506.JavaMail.evans@thyme,91.84,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Reliant Energy eBill Payment,6241471.1075860180566.JavaMail.evans@thyme,539044.1075858620890.JavaMail.evans@thyme,98.76,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,"[Duplicate Notice] Re: Your Approval is Overdue: Access Request for
 elizabeth.sager@enron.com",2667758.1075854935588.JavaMail.evans@thyme,3534993.1075854931969.JavaMail.evans@thyme,98.75,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Ken Lay and Jeff Skilling on CNNfn,24877365.1075859978853.JavaMail.evans@thyme,5196046.1075860038482.JavaMail.evans@thyme,100.0,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Tropical Weather Advisory,15055013.1075858599735.JavaMail.evans@thyme,8207713.1075858600621.JavaMail.evans@thyme,90.31,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: Telephone Call with Jerry Murdock,421097.1075845491989.JavaMail.evans@thyme,29881561.1075845492061.JavaMail.evans@thyme,96.44,dry_run,
2026-04-21T17:02:40.700087+00:00,manubhadriraju@gmail.com,[Duplicate Notice] Re: Re: Memo to Exchange to transfer positions,3335856.1075859876590.JavaMail.evans@thyme,25631176.1075859876678.JavaMail.evans@thyme,100.0,dry_run,
